"Plant_I.D." "Year" "ElectricityKWH" "Sulfur_Dioxide_Daily" "Nitrous_Oxide_Daily" "Dollars_Millions" "Employees" "Heat_Content_of_Coal_Daily" "Heat_Content_of_Oil_Daily" "Heat_Content_of_Gas_Daily" "CAA"
"82" 6139 85 7848.961 93.2033698630137 150.60802739726 1175.7716717824 132 64.9052765212767 0.130306148383562 0 0
"83" 6146 85 13856.839 104.527698630137 114.944712328767 2381.4751514092 700 125.68004196646 0.431406426969863 0 0
"84" 6147 85 13159.79 223.911506849315 116.313178082192 1767.4221356484 528 118.952723052279 0.434664080679452 0 0
"85" 6155 85 5899.148 158.958630136986 56.5675068493151 1372.0592340224 270 46.4060931926794 0.0517447603726027 0 0
"86" 6178 85 4002.559 32.2125753424658 35.1926849315068 727.7620159656 121 30.1956531168658 0.0356251074410959 0 0
"87" 6193 85 6895.029 55.8889863013699 79.907698630137 1065.6328214224 165 55.708344718389 0 0.225952634169863 0
"88" 6248 85 3007.481 31.6404109589041 57.6634794520548 1123.9208086568 123 25.6736119224 0.0781559011765479 0 0
"89" 6264 85 7073.74 82.7368219178082 55.8777808219178 1754.5245886476 247 53.3382473212274 0.19779609338206 0 0
"90" 8042 85 11472.489 199.569945205479 125.38895890411 1500.0471851596 182 83.3808856202466 0.135693933292553 0 0
"91" 8102 85 12241.363 974.037315068493 164.904602739726 2681.7078697332 365 99.1769969798959 0.154590344823255 0 0
"92" 8226 85 3205.023 112.289945205479 27.1374246575342 936.2266050984 161 26.0235309183616 0.121400242477644 0 0
"93" 3 86 9293.69 146.919342465753 77.3279726027397 1932.23941897531 455 72.2949816507616 0.0380728463879342 0.550476030673973 0
"94" 8 86 7094.66 194.232082191781 65.1751780821918 1829.79223732277 541 60.1270271093589 0.102114483999337 0 0
"95" 470 86 3442.728 33.2926301369863 43.7966849315069 926.218760495521 110 28.6053081998137 0.0680896331829863 0.0127104860465753 0
"96" 602 86 3527.121 51.4209589041096 29.680904109589 1242.89714566772 120 28.677956157863 0.147930334854362 0 0
"97" 641 86 3606.155 233.074794520548 44.6156438356164 1446.55573844101 226 30.5128216607671 0.0244560090082192 0.743353989041096 0
"98" 708 86 4987.171 185.06904109589 62.4910684931507 1003.95747959994 306 41.7539799846575 0.057707008569863 0 0
"99" 709 86 9816.28 285.233945205479 129.025178082192 1648.32824843096 476 85.4968041290466 0.0396010636767123 0 0
"100" 728 86 6357.822 349.440109589041 59.1336164383562 1583.26535189127 439 53.6349791706575 0.072187717709589 0 0
"101" 856 86 3451.566 61.0109589041096 39.4372054794521 1025.49176542791 153 27.3188174558301 0.0302470954932329 0 0
"102" 861 86 3752.825 373.690739726027 87.3582739726027 1210.75112042993 290 32.5294443600822 0.025707723664537 0 0
"103" 862 86 729.8805 49.9212054794521 10.3665753424658 485.672752728508 102 6.34420897793425 0.0083916957220274 0 0
"104" 863 86 1023.9925 64.9715890410959 10.0327671232877 375.836637861309 93 8.63930807593973 0.0110010763434082 0 0
"105" 864 86 1307.2169 82.4965479452055 12.2651506849315 732.964950733893 147 10.5324193544548 0.136190742344827 0 0
"106" 876 86 4976.267 470.238602739726 121.889698630137 1466.06702634605 333 44.4565277999178 0 0.0606933517232877 0
"107" 879 86 5183.356 74.6747397260274 72.5843287671233 3137.80409130471 417 47.3966045946411 0 0.0904903808219178 0
"108" 887 86 5261.067 243.638273972603 48.6826301369863 2009.02188269715 363 44.223531368811 0.0292502602027233 0 0
"109" 889 86 10312.7603 713.115753424658 176.959780821918 1909.10940002626 266 83.2138506547726 0.0830937757808219 0 0
"110" 983 86 9733.628 724.546712328767 178.64397260274 1887.31481840058 389 76.2729309229644 0.0110072274410959 0 0
"111" 988 86 3685.694 171.781753424658 58.3868219178082 1817.12485159146 325 28.3388457440877 0.162453005676395 0 0
"112" 991 86 594.135 40.7270410958904 6.11279452054795 617.159326819328 95 5.37427976163288 0.0440626328876712 0 0
"113" 994 86 8450.035 284.758630136986 73.8134246575343 3014.65685457533 324 71.4244648296 0.132656650076712 0 0
"114" 1004 86 58.9465 4.63879452054795 1.09150684931507 361.526962636055 73 0.631339262728767 0.0120121765150685 0 0
"115" 1008 86 1441.7076 110.85104109589 20.4908219178082 793.131915356026 163 12.5741163200384 0.113191663315068 0 0
"116" 1012 86 1409.18233 109.51597260274 20.2514246575342 551.80274600796 75 11.5886921315178 0.00139917238520548 0.0105216144657534 0
"117" 1047 86 1221.574548 20.624301369863 24.2311780821918 520.049667693282 55 11.2138427546137 0.032104413369863 0 0
"118" 1250 86 1251.918 11.8001643835616 14.4057534246575 637.209743732531 135 12.0172280783507 0 0.303125271846575 0
"119" 1355 86 3081.035 167.906657534247 32.2629589041096 708.604690694947 138 27.3221984398192 0.036825650630137 0 0
"120" 1356 86 6936.212 211.423095890411 68.0314520547945 2170.52147089994 233 58.6219854750082 0.140951863943014 0 0
"121" 1357 86 923.301 52.5870684931507 13.6932876712329 399.861024782971 106 8.56094276380274 0.00700092039452055 0 0
"122" 1364 86 6795.405 55.108301369863 74.546904109589 1848.43397924404 521 56.4195300595397 0.147774726246575 0.147235557739726 0
"123" 1570 86 389.508 9.37043835616438 3.91482191780822 326.732026619192 64 3.4053674130411 0.0180688494575342 0 0
"124" 1606 86 1078.095 28.4993698630137 11.8811232876712 209.991159387018 68 8.37540970168767 0 0 0
"125" 1695 86 2029.514 36.326602739726 17.357095890411 829.730862539564 192 16.4628586171397 0.0356251074410959 0 0
"126" 1745 86 3155.324 54.53 27.6869315068493 1971.14317174085 315 27.6353614796055 0.153148711653518 0 0
"127" 1943 86 243.9648 7.37605479452055 3.44153424657534 242.084421493579 38 2.45492004506301 0.00141637117808219 0 0
"128" 2080 86 1703.623 202.693671232877 19.5151780821918 587.554979689986 160 14.8305512148493 0.0519008984334247 0 0
"129" 2103 86 11133.609 655.136849315069 102.34797260274 2953.73032135471 486 89.9908000500822 0.243015571035616 0 0
"130" 2107 86 3939.674 253.046 82.7277260273973 1136.09739265219 265 33.3206363659562 0.0207903055068493 0 0
"131" 2526 86 538.5642 25.8466575342466 6.58312328767123 447.927827188346 86 5.06877717018082 0.0465986117589041 0 0
"132" 2527 86 678.045499 31.3934520547945 9.37394520547945 443.270917717542 95 5.95487327136986 0.0551794604794521 0 0
"133" 2535 86 1390.6787 53.3081369863014 11.4562191780822 496.835474662114 83 10.5717310416164 0.0162273409811014 0 0
"134" 2549 86 3224.73 108.199534246575 39.2947945205479 1993.42206987015 306 27.0792893375014 0 0 0
"135" 2554 86 2957.508 112.878219178082 24.1952054794521 1123.30004010584 214 24.1499694161753 0 0 0
"136" 2642 86 936.994 45.7545479452055 7.83898630136986 500.26385223702 133 7.98328445048219 0.0414187400219178 0 0
"137" 2706 86 2444.484 43.3821917808219 27.7935068493151 398.684957035257 105 19.7347078345973 0.0347559883631014 0 0
"138" 2718 86 2284.077 44.7646301369863 18.3399726027397 1063.50471120996 156 17.9055256414849 0.100913101104526 0 0
"139" 2721 86 2327.086 47.1883835616438 18.8667945205479 854.434000406048 145 18.5292182663014 0.0475120632547726 0 0
"140" 2727 86 9552.389 166.972630136986 70.8505479452055 1630.25158964012 196 69.3187737411616 0.170895684016208 0 0
"141" 2790 86 281.2021 8.09794520547945 2.15791780821918 189.390938300589 52 3.02166378923836 0 0 0
"142" 2850 86 14909.797 475.328 189.97098630137 2617.24421004662 540 117.447414523496 0.0686107330009644 0 0
"143" 2864 86 2384.9565 171.650712328767 34.0382739726027 1134.05709765416 282 21.7965643226959 0.0153064670257973 0 0
"144" 2872 86 7924.856 754.278849315069 123.235698630137 2015.52249000835 377 60.9199007749808 0.198212823505775 0 0
"145" 2876 86 7381.259 571.887808219178 128.799178082192 1624.70879140293 338 58.7257020647836 0.0160522066849315 0 0
