"Plant_I.D." "ElectricityKWH" "Sulfur_Dioxide_Daily" "Nitrous_Oxide_Daily" "Dollars_Millions" "Employees" "Heat_Content_of_Coal_Daily" "Heat_Content_of_Oil_Daily" "Heat_Content_of_Gas_Daily" "CAA"
"38" 2107 3651.61572727273 197.3020249066 76.3812702366127 1159.94400049492 248.545454545455 30.8863178499034 0.0345665079437111 0 0.545454545454545
"39" 2526 744.189213181818 31.9983686176837 7.65414694894147 477.617315328776 75.2727272727273 6.54954825810262 0.0316594070204189 0 0.545454545454545
"40" 2527 908.941738090909 39.9232478206725 9.41239601494396 488.110740436821 83.1818181818182 7.78092163740971 0.0389341122702366 0 0.545454545454545
"41" 2535 2020.96441636364 68.6308468244085 15.7684757160648 519.893567321224 89.5454545454545 15.3205098306919 0.0144464590159935 0 0.545454545454545
"42" 2549 4099.69527272727 136.050929016189 49.7100249066003 2118.98767904794 291.454545454545 34.4286460492618 0 0 0.545454545454545
"43" 2554 3549.51927272727 146.32302615193 26.6489464508095 1207.17521886154 204.727272727273 28.3190090146371 0.0272924599882237 0 0.545454545454545
"44" 2642 1255.37036363636 56.1916911581569 10.3253100871731 518.1562630762 132.727272727273 10.6173549967173 0.0407841321564135 0 0.545454545454545
"45" 2706 2276.77572727273 49.3116537982565 25.7976288916563 408.555571148917 83.1818181818182 18.0214647174351 0.033920658015198 0 0.545454545454545
"46" 2718 2471.23436363636 49.2246176836862 19.2299302615193 1206.86683414426 152.454545454545 19.8054768307293 0.140440396981916 0 0.545454545454545
"47" 2721 2057.97563636364 41.1499476961395 16.2501270236613 934.754225181202 139.818181818182 16.4531054373235 0.0583266283465091 0 0.545454545454545
"48" 2727 9800.58163636364 178.418717310087 69.8738430884184 1671.71396809291 183.181818181818 71.5084673632603 0.147150113301666 0 0.545454545454545
"49" 2790 383.698680909091 7.72224408468244 2.21970361145704 210.73568992859 50.7272727272727 4.07250077839502 0 0.000505627867995019 0.545454545454545
"50" 2850 14944.5522727273 433.24200747198 183.865867995019 2729.41611898984 542.363636363636 118.097723349648 0.0817961676325958 0 0.545454545454545
"51" 2864 2383.38263636364 182.159912826899 34.5415716064757 1186.09976786009 249 21.6772124958665 0.0131076868906132 0 0.545454545454545
"52" 2872 7398.82363636364 683.679449564135 116.531175591532 2109.1201200524 369.272727272727 57.6739612959228 0.186712573199429 0 0.545454545454545
"53" 2876 7779.99836363636 575.769820672478 133.74399750934 1627.24605451776 336.636363636364 61.2899746802511 0.0209633563271477 0 0.545454545454545
"54" 3098 2013.07561818182 12.4955566625156 27.8032229140722 1241.31547947093 216.818181818182 18.611365064663 0.0861846661931626 0 0.545454545454545
"55" 3130 1198.13709090909 43.5275790784558 12.2989638854296 609.057620226104 93.9090909090909 10.7962968378889 0.109812545046874 0 0.545454545454545
"56" 3131 3660.12345454545 151.951469489415 35.714199252802 1130.59950957529 131.545454545455 30.0210837633041 0.237907768985408 0 0.545454545454545
"57" 3138 1615.92709090909 59.6911930261519 22.8198156911582 778.596730991761 154.727272727273 14.8112906982456 0.0378210974476887 0 0.545454545454545
"58" 3140 8637.17127272727 324.906831880448 64.8142814445828 1724.24251704788 209.818181818182 68.3265325619567 0.319643643352452 0 0.545454545454545
"59" 3149 9562.05845454545 330.512134495641 70.961100871731 1677.90801862588 189.090909090909 72.8282214865494 0.344772225105225 0 0.545454545454545
"60" 3178 2119.29981818182 83.8245853051059 25.5922590286426 533.079768161023 84.4545454545455 17.1055486890007 0.019276441699064 0 0.545454545454545
"61" 3297 3761.55872727273 92.3204657534247 43.7428916562889 743.586386883659 92.2727272727273 29.8078311843706 0.205426666182405 0 0.545454545454545
"62" 3497 6577.062 158.591419676214 51.8873823163138 1047.07024871683 220.545454545455 57.542170468788 0 0.861302503278456 0.545454545454545
"63" 3644 1114.09481818182 13.4445529265255 10.7318630136986 322.327425825494 97.5454545454545 9.99434503886675 0.0110596515691158 0 0.545454545454545
"64" 3775 3907.94090909091 57.0098480697385 43.6927198007472 932.279237749661 173.636363636364 29.4148049126257 0.0293877110546361 0 0.545454545454545
"65" 3776 1239.96745454545 23.9879352428394 13.3464557907846 748.486943570584 130 10.6623919066954 0.0987137878374202 0 0.545454545454545
"66" 3788 2175.67172727273 37.1585678704857 18.393496886675 1058.54668198018 197.181818181818 18.5001198533081 0.146665727234863 0 0.545454545454545
"67" 3796 1138.10154545455 21.8228542963885 13.9746799501868 524.991120370086 128.818181818182 9.35312627329763 0.0324048557409714 0 0.545454545454545
"68" 3936 1235.184 19.9275666251557 15.0397907845579 774.685605702711 138.545454545455 9.78929332496787 0.0224239400527293 0 0.545454545454545
"69" 3945 347.439272727273 8.42224906600249 5.3907795765878 442.266887836994 79.7272727272727 3.52662658176687 0.0135300236368618 0 0.545454545454545
"70" 3946 871.249545454545 26.5910759651308 15.8585056039851 476.687508462261 72.0909090909091 7.30728959724732 0.0140487465877958 0.00328918701967621 0.545454545454545
"71" 3947 4683.21609090909 399.752665006227 84.657200498132 1001.65662661646 236.090909090909 36.2779856188722 0.0169308200484269 0 0.545454545454545
"72" 3948 6931.20690909091 193.801890410959 79.3997534246575 1884.91970615651 252.454545454545 54.4539061826286 0.262892404812723 0 0.545454545454545
"73" 4054 1044.16572727273 26.9052204234122 19.0406824408468 289.854806335931 62.6363636363636 8.6364948375198 0.00397740724963935 0 0.545454545454545
"74" 4072 1400.58472727273 57.0646151930261 21.3160149439601 695.156050495668 154 12.5902806451592 0.0267804519242839 0.155649856567621 0.545454545454545
"75" 4158 5452.49181818182 64.0753773349938 89.7549290161893 1239.48921286017 257.363636363636 48.814863099727 0.0627694898081111 0 0.545454545454545
"76" 4162 4352.73563636364 54.9052826899128 47.9683337484433 1030.72101707098 215 36.3611102272229 0.0256421429198271 0.0885734840405978 0.545454545454545
"77" 6002 10332.4048181818 121.121118306351 85.3596338729763 3165.4087134354 403.909090909091 78.7931896069898 0.172220533396852 1.18362980911756 0.545454545454545
"78" 6004 7425.60209090909 325.442316313823 71.8201220423412 2309.93976590728 247.636363636364 59.5486006387651 0.223353457289664 0.0212897289041096 0.545454545454545
"79" 6016 2003.055 23.4588792029888 20.345100871731 889.401781447866 127.545454545455 16.3776892488149 0.0250355307649808 0 0.545454545454545
"80" 6017 4476.53272727273 54.6752552926526 29.262296388543 1926.52249597475 238.636363636364 37.2029305829036 0.114698829710569 0 0.545454545454545
"81" 6095 5433.64918181818 55.5589315068493 59.0284433374844 1249.07503765052 217.909090909091 44.7557634233664 0.0463871420236872 0 0.545454545454545
"82" 6139 7745.19290909091 83.2662141967621 119.930515566625 1203.09230742085 131.181818181818 65.148258077214 0.125499070445828 0 0.545454545454545
"83" 6146 15405.9811818182 166.115095890411 124.363922789539 2504.54864534562 575.181818181818 137.02949998397 0.264166100813948 0 0.545454545454545
"84" 6147 11488.2712727273 181.613823163138 111.685544209215 1843.20686313798 427.272727272727 102.516191989898 0.337569077257285 0 0.545454545454545
"85" 6155 5693.58854545455 138.039103362391 54.278102117061 1384.1108762139 237.545454545455 45.2918854328937 0.0525847727163138 0 0.545454545454545
"86" 6178 4128.71045454545 38.6231681195517 35.3478306351183 731.971943712568 107.181818181818 32.1381526539721 0.0261508810671034 0 0.545454545454545
"87" 6193 7185.97390909091 67.9814769613948 76.8735541718555 1093.41399175929 148.636363636364 57.3033105354605 0 0.174221946996762 0.545454545454545
"88" 6248 3077.00436363636 35.9017708592777 54.31999501868 1117.84255138378 117.363636363636 26.5941034633255 0.0773631686516862 0.0500053552505604 0.545454545454545
"89" 6264 6906.92927272727 92.1756612702366 55.0919850560399 1754.94433524097 241.454545454545 51.8977532047248 0.172914145078304 0 0.545454545454545
"90" 8042 12210.7632727273 214.028871731009 134.376381070984 1545.49063191777 178.545454545455 89.2274065402894 0.10558355624631 0 0.545454545454545
"91" 8102 13290.7301818182 920.709270236613 174.138201743462 2729.53859447674 384.090909090909 104.838441808042 0.165574215629162 0 0.545454545454545
"92" 8226 3332.90436363636 109.975183063512 24.8747671232877 983.408634909137 153.818181818182 26.4434408260289 0.0127695776302356 0.151350837190535 0.545454545454545
