"Plant_I.D." "Year" "ElectricityKWH" "Sulfur_Dioxide_Daily" "Nitrous_Oxide_Daily" "Dollars_Millions" "Employees" "Heat_Content_of_Coal_Daily" "Heat_Content_of_Oil_Daily" "Heat_Content_of_Gas_Daily"
"400" 1606 1094798000 0.00961074 12.1927671232877 106339.497279178 0.0003693844 1.0613271e+13 0.00790909422159452 0 4.05982243150685e-09
"401" 1695 2371293000 0.01447959 22.0603287671233 414418.213660274 0.0009207044 24083797800000 0.0768752318465753 0 6.10908831123288e-09
"402" 1745 3239009000 0.01951095 27.3201917808219 987542.627164384 0.0020178312 33145905600000 0.0884255870497808 0 8.2400845890411e-09
"403" 1943 383298300 0.00170291 6.21112328767123 120785.570328219 0.0002260412 4507501200000 0.0155800829589041 0 7.74443496986301e-10
"404" 2080 1711834800 0.00679358 23.0788767123288 303158.610641096 0.0008931384 1.886479e+13 0.0466609894200493 0 3.13236427726027e-09
"405" 2103 11457103000 0.24364267 104.003150684932 1474107.50768767 0.0026353096 114029828200000 0.218991218005479 0 1.02982951257534e-07
"406" 2107 4651134000 0.07852854 107.477479452055 569165.569158904 0.0013672736 47586629600000 0.0351125159671233 0 3.32132778394521e-08
"407" 2526 854100800 0.01406585 9.19413698630137 226620.71214411 0.0004741352 9387837200000 0.0648700157841534 0 5.95408238383562e-09
"408" 2527 1098739500 0.01774021 11.4814520547945 245945.41750411 0.0004851616 11578961600000 0.0375591285616438 0 7.48397201835616e-09
"409" 2535 2214644950 0.02774158 17.6178630136986 253949.101550411 0.0004741352 20868822600000 0.0140184460549479 0 1.17359439887671e-08
"410" 2549 5133424000 0.06308568 63.2356164383562 1034376.82675342 0.0016704996 52670730200000 0 0 2.66223904775342e-08
"411" 2554 3879084000 0.05844584 30.127397260274 593653.222663014 0.0011467456 37980124400000 0 0 2.47370912408219e-08
"412" 2642 1574059000 0.0243446 12.9050136986301 255722.585745753 0.0008049272 16504206800000 0.030715020690411 0 1.0282774459726e-08
"413" 2706 2385586000 0.02071672 26.5768219178082 200585.42302411 0.0004190032 23431404400000 0.0376625304022685 0 8.74267956575343e-09
"414" 2718 2131198000 0.01544914 17.8144109589041 586434.742873973 0.0008710856 21629073200000 0.129737286506071 0 6.53037844356164e-09
"415" 2721 1873734000 0.01382661 15.5766575342466 430529.948227397 0.000771848 1.89678e+13 0.0391574022667397 0 5.83891791780822e-09
"416" 2727 9393025000 0.06325834 70.5709863013699 821644.370928767 0.0010254552 86164646600000 0.128615544139216 0 2.67868228208219e-08
"417" 2790 471148600 0.00334277 2.49827397260274 104921.420633425 0.0002811732 6157528600000 0 0.000252923424657534 3.62075539561644e-09
"418" 2850 16116501000 0.1816061 207.525506849315 1341026.35583014 0.002977128 159040429400000 0.0686246168108219 0 7.6693841589863e-08
"419" 2864 2646918200 0.07404145 39.0534246575342 583008.321164384 0.0015051036 3.039936e+13 0.0166813857407342 0 3.12540687575342e-08
"420" 2872 8795149000 0.3095883 143.091424657534 1032226.70737808 0.0020839896 84645541600000 0.196307274818219 0 1.30761145580548e-07
"421" 2876 7843229000 0.23066806 136.409726027397 807524.674041096 0.0018524352 77033775200000 0.0183453790684932 0 9.74898398810959e-08
"422" 3098 2196999900 0.00523633 31.1608493150685 610225.967408219 0.0012625228 2.5034079e+13 0.0676013156131562 0 1.57973080487671e-08
"423" 3130 1289103000 0.0173742 13.8347123287671 301061.726936986 0.0005292672 14504728800000 0.146579089771973 0 7.3181104569863e-09
"424" 3131 3940098000 0.05957969 39.9341917808219 547188.503920548 0.000744282 3.9248088e+13 0.270735978378082 0 2.51106872416438e-08
"425" 3138 1828656000 0.02610824 25.8006849315069 388084.604726027 0.0009262176 20956073600000 0.0520635484293534 0 1.10370643758904e-08
"426" 3140 9608158000 0.13018149 78.0813424657534 829475.899326027 0.001185338 94120341600000 0.282408880039003 0 5.49380430632877e-08
"427" 3149 9957695000 0.12589013 77.6541917808219 823838.425263014 0.001075074 93676665400000 0.20683489537223 0 5.32083358939726e-08
"428" 3178 2310944000 0.03369366 28.2438904109589 251394.692764658 0.0004520824 23139212600000 0.0186826103013699 0 1.42193549342466e-08
"429" 3297 3630891000 0.03009275 43.9850684931507 362422.929315069 0.0005127276 37416626600000 0.1226809893708 0 1.26787541934247e-08
"430" 3497 7074298000 0.0613838 55.4324109589041 509063.90310411 0.0012845756 77186240800000 0 0.860252787123288 3.28095157019178e-08
"431" 3644 1123104000 0.00569468 10.766602739726 158237.369463836 0.0005347804 12562041600000 0.0123628969972603 0 2.39728048273973e-09
"432" 3775 4084502000 0.02236622 45.8910410958904 454800.334643836 0.000992376 3.8532255e+13 0.0254272754266521 0 9.41296678767123e-09
"433" 3776 1469248000 0.00889252 16.0362739726027 364836.66249863 0.0007332556 14596403200000 0.10746117391029 0 3.74031992630137e-09
"434" 3788 2654366000 0.01662595 22.445698630137 520206.424386301 0.001157772 28013604800000 0.149780122357562 0 7.03498877835616e-09
"435" 3796 1312043000 0.00995365 15.6229589041096 264777.18935863 0.0007883876 13138595200000 0.0306880421917808 0 4.20158801835616e-09
"436" 3936 1449220000 0.00886162 17.5793698630137 376907.103775342 0.0008104404 14512046800000 0.0321939077944438 0 3.7448725479452e-09
"437" 3945 603740000 0.0052768 9.33854794520548 215971.010778356 0.0004575956 7.57884e+12 0.0175933534191781 0 2.23100942630137e-09
"438" 3946 1213606000 0.01293136 22.2330410958904 234706.462327671 0.0004024636 1.2907979e+13 0.0137893851123288 0 5.46768253561644e-09
"439" 3947 4764782000 0.14913861 86.3253698630137 493545.734008219 0.0013341944 45920729600000 0.0182893851945863 0 6.30687442931507e-08
"440" 3948 6703817000 0.06504062 84.3356438356164 929075.012468493 0.0014113792 66435128600000 0.419910834746564 0 2.73723044169863e-08
"441" 4054 1172139000 0.01106508 25.1975342465753 142611.289604931 0.0003473316 11836258800000 0 0 4.66816348767123e-09
"442" 4072 1240988000 0.02554342 19.2884931506849 343337.069663014 0.0009041648 13791199400000 0.0125652357369863 0.221931232010959 1.07888943057534e-08
"443" 4158 5441307000 0.01858101 101.936356164384 610105.0788 0.0013838132 61022222200000 0.0883991717273096 0 1.13389826810959e-08
"444" 4162 4701089000 0.02596588 52.607095890411 500591.731893151 0.0011467456 49014415400000 0.0247257939945205 0.0682491780821918 1.78087638838356e-08
"445" 6002 7986423000 0.0366353 70.2818904109589 1565362.4264411 0.0024644004 82695197400000 0.032754119690811 0.825543583652055 1.55480219038356e-08
"446" 6004 7647042000 0.04223562 81.3196164383562 1140036.75907397 0.0013672736 7.8213667e+13 0.250586412213699 0 7.94270686150685e-08
"447" 6016 1879138000 0.00855593 19.3570684931507 441591.639443836 0.0007222292 1.9327511e+13 0.0278691263161644 0 2.5852170400274e-08
"448" 6017 4348008000 0.0217557 27.566301369863 956138.208128767 0.0013452208 43600555600000 0.12515094511126 0 2.8809254729589e-08
"449" 6095 4583435000 0.019998 54.2338082191781 621774.846145205 0.0012073908 47637774600000 0.0541431893685699 0 9.19843954767123e-09
"450" 6139 8464093000 0.03113095 127.682465753425 599062.371024658 0.0007222292 89360089200000 0.126057034849315 0 1.43553233556164e-08
"451" 6146 15271533000 0.05671409 125.478465753425 1250821.69251507 0.0034953688 175110503200000 0.275504428010959 0 1.04930293011781e-07
"452" 6147 12662237000 0.07762021 150.174712328767 899599.357487671 0.0025967172 1.43771911e+14 0.414187400219178 0 5.44754581635616e-08
"453" 6155 5806994000 0.05880866 56.0431232876712 682822.094736986 0.0013286812 57160275800000 0.043428638169863 0 2.48859226249315e-08
"454" 6178 3608775000 0.01308869 33.3661095890411 363856.073093151 0.0006174784 35045975200000 0.0394976011344658 0 5.47360014082192e-09
"455" 6193 6921660000 0.02748494 80.7922739726027 536769.989421918 0.0008159536 68983831200000 0 0.378839625320548 1.26105210739726e-08
"456" 6248 2779023000 0.00944545 53.4630136986301 556781.767832877 0.0006229916 29609305600000 0.120621676730301 0 4.2703109260274e-09
"457" 6264 7665399000 0.03903431 61.8957808219178 870606.385536986 0.0013838132 7.1966004e+13 0.144273793925589 0 1.64827385589041e-08
"458" 8042 11553230000 0.07351548 126.713315068493 774717.692841096 0.000992376 105237106800000 0.119628284570679 0 3.10503891221918e-08
"459" 8102 13067444000 0.36391905 175.280876712329 1347748.8894137 0.002039884 1.30392976e+14 0.256265062433359 0 1.53922162566575e-07
"460" 8226 3479388000 0.0419875 28.8424931506849 484595.022167123 0.0008986516 3.437704e+13 0 0.121500880306849 1.77862175671233e-08
"461" 3 7353614000 0.0520108 62.3164109589041 1012184.38047945 0.0022659252 71341282800000 0.0163799583478521 0.56205085039726 2.19819522147945e-08
"462" 8 8092428000 0.11050486 71.6641369863014 945412.79899726 0.0026573624 79375592600000 0.120315642758778 0 4.66587593580822e-08
"463" 470 3728803000 0.01296171 47.9468493150685 464823.682169863 0.0006119652 39041930200000 0.0506246670664767 0.00987774369041096 5.9082912e-09
"464" 602 3943618000 0.02151164 32.6269863013699 670049.957731507 0.0006836368 39228082800000 0.173407766682279 0 9.05515642027397e-09
"465" 641 3989602000 0.09600373 51.0253150684932 748068.849134247 0.0013286812 4.2525354e+13 0.0378845567013699 0.835610819178082 4.05954140547945e-08
"466" 708 4764035000 0.0611253 58.3947945205479 514039.781810959 0.0015822884 49528115200000 0.0553801130630137 0 2.58620705457534e-08
"467" 709 10202580000 0.0972588 119.888602739726 835767.409120548 0.0023817024 98698247600000 0.0428148773260274 0 4.11310014871233e-08
"468" 728 6179897000 0.10207804 54.1699178082192 792247.776041096 0.0022824648 63500961600000 0.0745314747780822 0 4.30997413660274e-08
"469" 856 3261786000 0.02346466 38.1610684931507 516177.017915068 0.0009207044 32619953400000 0.0462726406768931 0 9.92366334328767e-09
"470" 861 3248214000 0.1113839 75.5584657534247 607765.067764384 0.0015492092 3.5359317e+13 0.0521827394363014 0 4.7058129460274e-08
"471" 862 340441800 0.01029901 5.46939726027397 248475.788425205 0.0005899124 4.188965e+12 0.0288920093471014 0 4.35378368547945e-09
"472" 863 555716100 0.01342309 5.52334246575342 192904.03904274 0.0005127276 6045978400000 0.0277444182062466 0 5.67460601424658e-09
"473" 864 851969100 0.02069208 8.87202739726027 368602.519328767 0.0008159536 9598123200000 0.150211505178345 0 8.73178378520548e-09
"474" 876 4766229000 0.17164956 118.097561643836 750919.67510137 0.0016208808 53677981400000 0 0.0543523607342466 7.25447251454795e-08
"475" 879 3873397000 0.01793531 59.2059452054794 1504699.19499452 0.001984752 48306245400000 0 0.135213665753425 8.19246272136986e-09
"476" 887 7206637000 0.11907057 66.6712602739726 1004044.32378082 0.0019737256 74494424400000 0.0328650114371178 0 5.03157590819178e-08
"477" 889 8215656600 0.2246148 151.974191780822 958394.870128767 0.0014224056 83858880400000 0.0982017350136986 0 9.49526646419178e-08
"478" 983 9534424000 0.2688193 176.587671232877 940029.343528767 0.0021005292 94526391400000 0.0222768477598685 0 1.13560401580274e-07
"479" 988 5429919000 0.08224473 89.376 924822.348452055 0.001846922 5.2712746e+13 0.11825129188366 0 3.47886133972603e-08
"480" 991 734577000 0.01249678 7.58786301369863 329827.723624658 0.0005623464 8.25297e+12 0.0891192885573699 0 5.27896954356164e-09
"481" 994 9178848000 0.11441689 72.2268219178082 1526928.53886027 0.0018083296 94920450600000 0.121223904265973 0 8.76733357767123e-08
"482" 1004 95363020 0.00336644 2.10002739726027 182896.381364384 0.000385924 1462814800000 0.0184802715616438 0 1.41968728520548e-09
"483" 1008 2049895500 0.04526661 30.1545753424658 412343.255589041 0.0008655724 2.1898998e+13 0.18988479029589 0 1.90847103706849e-08
"484" 1012 1929996800 0.04988169 28.6194794520548 301274.73629589 0.0004741352 2.1079461e+13 0.00843752544657534 0.0171184997260274 2.10728089282192e-08
"485" 1047 1147228300 0.00534152 15.9806301369863 259376.369203562 0.0002977128 12777772600000 0.0226619388493151 0 2.40225865808219e-09
"486" 1250 2111960000 0.00463208 23.466602739726 327408.878605479 0.0007277424 24067136800000 0 0.287168051958904 4.20355520054795e-09
"487" 1355 3293453000 0.0536908 31.3029863013699 358863.928128767 0.0008490328 34718063200000 0.0462681251506849 0 2.2717140390411e-08
"488" 1356 8739025000 0.09820682 77.3488219178082 1076676.24066849 0.0012845756 89847185600000 0.126057034849315 0 4.14330081147945e-08
"489" 1357 790074000 0.01697829 11.9495890410959 200360.924866849 0.0006009388 9129892800000 0.0113309694246575 0 7.23892535178082e-09
"490" 1364 7860938000 0.20566195 73.5878904109589 959371.665805479 0.00220528 8.1033096e+13 0.148670324720975 0.0867447053424658 8.69436476819178e-08
"491" 1570 488642000 0.00384759 4.25857534246575 170697.797328219 0.0003638712 5179750800000 0.0304317464547945 0 1.62352750684932e-09
"492" 1606 1127192000 0.01069031 12.6604657534247 106513.028679178 0.0003693844 10924958200000 0.02011280796 0 4.51782259232877e-09
"493" 1695 1785913000 0.01036808 16.8498904109589 401454.43460274 0.000882112 17777309400000 0.0159375480657534 0 4.37798404109589e-09
"494" 1745 3026531000 0.01895655 27.3041643835616 989595.480572603 0.0019792388 31378269200000 0.14539289577189 0 7.98930499150685e-09
"495" 1943 278742400 0.00120356 4.51427397260274 120768.960032055 0.0002425808 3295038800000 0.0136915880547945 0 5.50802984383562e-10
"496" 2080 2021247200 0.00859336 27.9311780821918 307054.781586301 0.0008986516 2.2711339e+13 0.028589708525326 0 3.92797304876712e-09
"497" 2103 11557796000 0.24346565 106.232273972603 1488741.91602192 0.0026022304 114935687600000 0.252255706816438 0 1.02945165300822e-07
"498" 2107 4294443000 0.08245252 91.5603561643836 572182.149139726 0.0013617604 44608966400000 0.0341885023890411 0 3.48532493835616e-08
"499" 2526 844560300 0.01360601 8.90361643835617 228646.316129041 0.0004575956 9.380928e+12 0.023597684701989 0 5.74854797671233e-09
"500" 2527 967698100 0.01643033 9.69778082191781 245977.79341589 0.0004851616 1.0224381e+13 0.044514522739726 0 6.93300041835616e-09
"501" 2535 2313690500 0.03239733 18.2297260273973 256022.698775069 0.0004796484 21748954200000 0.00559191434656438 0 1.37107861471233e-08
"502" 2549 4796930000 0.06087427 60.5094520547945 1050233.64404658 0.001709092 5.0120791e+13 0 0 2.57070967356164e-08
"503" 2554 3881033000 0.06242887 29.9321917808219 597485.820953425 0.0011467456 38158582400000 0 0 2.63805635663014e-08
"504" 2642 1455583000 0.0235864 11.8603835616438 256778.178167123 0.0007883876 15235155800000 0.0349034326027397 0 9.97337283287671e-09
"505" 2706 2215385000 0.01867435 25.1687397260274 200742.317691233 0.0004190032 22056614400000 0.0456815114210959 0 7.87577047643836e-09
"506" 2718 2660291000 0.02114064 22.2179726027397 626204.120273973 0.000882112 27101781200000 0.178731130308855 0 8.90952873287671e-09
"507" 2721 1986078000 0.01574626 16.5540547945205 429888.845824658 0.0008049272 20282079200000 0.0368813713467452 0 6.65833360849315e-09
"508" 2727 9583152000 0.06686904 71.1785479452055 824781.147915069 0.0010144288 87937571200000 0.147893212440247 0 2.81750191323288e-08
"509" 2790 451317100 0.0025736 2.32490410958904 106067.608884932 0.0002811732 5914047600000 0 0.000167009753424658 2.90865150082192e-09
"510" 2850 15337643000 0.17597255 196.976904109589 1352406.47912877 0.0029550752 1.51710888e+14 0.0761040211124219 0 7.43879828884932e-08
"511" 2864 2729962000 0.072501 38.6590410958904 588754.154224658 0.0014499716 30199028200000 0.00788900535705205 0 3.06332581750685e-08
"512" 2872 6922038000 0.2346945 113.079726027397 1041955.65323014 0.0021115556 6.758471e+13 0.173782791419425 0 9.91084855643836e-08
"513" 2876 8188052000 0.24302275 143.563835616438 807749.504419178 0.0018414088 80578613800000 0.0138917685146301 0 1.02657442824658e-07
"514" 3098 1647952400 0.00393831 22.6209315068493 615910.181071233 0.0012459832 1.8328423e+13 0.0406481936332932 0 1.18777497221918e-08
"515" 3130 1181454000 0.01561219 12.3596712328767 303680.736010959 0.0005127276 13081737600000 0.103576391510795 0 6.59368959287671e-09
"516" 3131 3731544000 0.0557807 37.9234794520548 555018.017353425 0.0007332556 37347177800000 0.243757378578575 0 2.35475401841096e-08
"517" 3138 1547152000 0.02129011 22.2130136986301 390117.95110411 0.000937244 17854842600000 0.0577977203991945 0 8.9929934630137e-09
"518" 3140 8511783000 0.12487479 69.3113698630137 843511.770167123 0.0011908512 82927901200000 0.295216268035069 0 5.28546525945206e-08
"519" 3149 10797135000 0.13902327 83.5507123287671 833222.97249589 0.0010695608 100326802600000 0.190871512021726 0 5.87451026564384e-08
"520" 3178 2209082000 0.030927 27.5440273972603 254155.97011726 0.0004520824 22445979600000 0.0163472840136986 0 1.30601948350685e-08
"521" 3297 4303804000 0.03622459 50.4192328767123 365974.170564384 0.0005127276 42421678200000 0.203472126687353 0 1.52953634465753e-08
"522" 3497 6316901000 0.05527806 50.5992054794521 519254.961739726 0.001268036 70447585600000 0 1.01794138897808 2.97334610112329e-08
"523" 3644 1261587000 0.00629443 11.9681095890411 159071.243100548 0.0005347804 13982507600000 0.0103867219726027 0 2.64728123671233e-09
"524" 3775 4403565000 0.0246297 49.3406301369863 456172.192213699 0.000992376 4.1081872e+13 0.0217037873535288 0 1.04322481890411e-08
"525" 3776 1321647000 0.00786363 14.7411232876712 365773.801367123 0.0007332556 1.2884014e+13 0.0744033134203397 0 3.31771298630137e-09
"526" 3788 2227901000 0.01333478 18.696301369863 528964.501460274 0.0010861004 23383792600000 0.116266240932953 0 5.63380906438356e-09
"527" 3796 622965000 0.0040677 7.52950684931507 267988.072908767 0.0007222292 6296513600000 0.0250225574794521 0 1.72354065534247e-09
"528" 3936 1256821000 0.0072644 14.7156712328767 383785.194863014 0.0007883876 1.2285632e+13 0.029741825309326 0 3.06205959452055e-09
"529" 3945 354366000 0.00328514 5.36909589041096 216981.942107397 0.0004520824 4363168800000 0.0161668653041096 0 1.38250352712329e-09
"530" 3946 734427000 0.00814297 13.1274246575342 236065.71957726 0.0004024636 7689864600000 0.0147403771890411 0 3.43320665424658e-09
"531" 3947 4714623000 0.15138965 84.5844383561644 494722.740769863 0.001350734 4.5170994e+13 0.0165208265784493 0 6.39944440273973e-08
"532" 3948 5783611000 0.05931569 72.4047123287671 934146.546893151 0.0014168924 5.7327736e+13 0.257787486089556 0 2.50636675726027e-08
"533" 4054 947840000 0.0062949 22.4861643835616 143884.493455342 0.0003473316 9879861200000 0.00313962277808219 0 2.65505361369863e-09
"534" 4072 1354485000 0.02498281 20.4291506849315 345967.405739726 0.0008104404 14954014600000 0 0.252024783715068 1.0552984999726e-08
"535" 4158 5776274000 0.01909581 95.3186849315069 614269.753810959 0.0013838132 64314995400000 0.0646674612164384 0 1.21344228369863e-08
"536" 4162 4672687000 0.02421624 51.8532602739726 505886.174583562 0.0011467456 4.8413204e+13 0.0174685778630137 0.0568708356986301 1.73088747863014e-08
"537" 6002 11091871000 0.04513653 89.854904109589 1561536.96792055 0.0024313212 1.0398842e+14 0.0563146718617479 1.58504460558904 1.9035948340274e-08
"538" 6004 7122037000 0.04098718 76.574602739726 1143285.32872329 0.0013562472 7.3799341e+13 0.252963892405479 0 7.74289253843836e-08
"539" 6016 2010560000 0.00872415 20.6158082191781 442551.216832877 0.000716716 2.0698722e+13 0.024612187536789 0 2.63579931616438e-08
"540" 6017 4708299000 0.02370132 30.8234246575342 957264.720126027 0.001323168 48816501200000 0.121380554918268 0 3.21853809830137e-08
"541" 6095 5721165000 0.02495073 66.8575068493151 623408.56369589 0.0012073908 58426380400000 0.0438746534538411 0 1.13715736709589e-08
"542" 6139 7409660000 0.02760853 101.169506849315 598402.101254795 0.0007222292 80448842400000 0.133611014465753 0 1.26997669109589e-08
"543" 6146 15624636000 0.06239199 124.645260273973 1249103.66334247 0.0034071576 1.73237374e+14 0.309477102410959 0 1.15494792049315e-07
"544" 6147 12963310000 0.07105577 130.651835616438 902994.774460274 0.0025250456 146069591200000 0.400226027178082 0 4.89659910723288e-08
"545" 6155 5568312000 0.04880476 55.3969589041096 683109.846964383 0.0012900888 54409208800000 0.0401945906465753 0 2.06478172816438e-08
"546" 6178 4178566000 0.01504947 39.6285479452055 362924.229909589 0.000606452 4.0607892e+13 0.0274287495384 0 6.34767137917808e-09
"547" 6193 7271810000 0.02563371 78.0240547945205 542974.989131507 0.0008159536 66776047600000 0 0.0958473792493151 1.17891703183562e-08
"548" 6248 3244095000 0.01210654 61.9412602739726 557166.459868493 0.0006174784 34098141600000 0.0727205363129096 0 5.60899045150685e-09
"549" 6264 7046188000 0.03519973 56.6150410958904 869290.546717808 0.0013838132 6.5891376e+13 0.172543045099562 0 1.48588898794521e-08
"550" 8042 10955621000 0.07429599 119.655945205479 770654.029794521 0.0009978892 99300697600000 0.0815805012079726 0 3.13608987945205e-08
"551" 8102 13454960000 0.36530827 170.808356164384 1356055.12336438 0.0020343708 1.28338714e+14 0.174725619127989 0 1.54275741484932e-07
"552" 8226 3333567000 0.04022061 27.3300821917808 486697.760115069 0.0008876252 32739938400000 0 0.128434354454795 1.69578893367123e-08
"553" 3 7421235000 0.05341749 63.0777260273973 1022818.33969589 0.0022714384 7.1646211e+13 0.0321638267684712 0.322933030068493 2.25579993657534e-08
"554" 8 8695912000 0.1073775 77.1411506849315 948922.539912329 0.0026297964 84669460200000 0.0839891348210466 0 4.54298245109589e-08
"555" 470 3458565000 0.01229206 44.1505205479452 501848.670539726 0.0006781236 3.6208576e+13 0.0415819363324438 0.0190975653041096 5.62366803945206e-09
"556" 602 4789172000 0.02661258 42.4213424657534 1251607.41820822 0.0009151912 51096126400000 0.527149790135951 0 1.12138056591781e-08
"557" 641 4330644000 0.10388125 54.9296712328767 761245.666482192 0.0013452208 4.6103146e+13 0.0258723801863014 0.717419301369863 4.38855061972603e-08
"558" 708 2470539000 0.03085602 30.5927671232877 524025.630328767 0.0015381828 26237342200000 0.073796310690411 0 1.3053570650137e-08
"559" 709 8826731000 0.09280981 106.800410958904 837176.362276712 0.002370676 87548387400000 0.0437456355287671 0 3.91777501569863e-08
"560" 728 3895750000 0.0689638 35.6647671232877 793560.314846575 0.0022383592 40756339800000 0.0892094641890411 0 2.91501312715068e-08
"561" 856 3532451000 0.02389015 41.3339178082192 518537.334156164 0.0009041648 35325370800000 0.0340185614538575 0 1.01116055210959e-08
"562" 861 3398092000 0.10933499 75.9052054794521 613144.166673973 0.0015933148 35705608800000 0.0476669872831562 0 4.61844596876712e-08
"563" 862 483492200 0.01295665 6.9418904109589 249461.536929589 0.0005733728 5357066800000 0.045389236483874 0 5.47832137808219e-09
"564" 863 420507900 0.00928288 4.00405479452055 193680.850001644 0.0004851616 4340958400000 0.0390352301356931 0 3.92309122520548e-09
"565" 864 1018700900 0.02506314 9.8552602739726 369331.514575342 0.0008214668 10616681600000 0.175527521276647 0 1.05771371794521e-08
"566" 876 2976439000 0.11220558 75.9251780821918 755333.144265753 0.0016374204 3.49957e+13 0 0.103296977769863 4.74397628054795e-08
"567" 879 3535071000 0.01507485 54.7381095890411 1507323.13326575 0.0019406464 4.4131122e+13 0 0.127666109589041 6.97525067424657e-09
"568" 887 6923490000 0.11553192 65.1678356164384 1035997.31052877 0.0019241068 71713552400000 0.0556967630737479 0 4.88003623610959e-08
"569" 889 8858564900 0.22796442 157.474794520548 965621.9006 0.0014665112 90940127600000 0.0599597132054795 0 9.62660598542466e-08
"570" 983 9575326000 0.24332526 171.757671232877 941828.265082192 0.0021170688 93069506200000 0.0167076358199014 0 1.02863740016712e-07
"571" 988 3409103000 0.05334353 57.5917534246575 928549.11300274 0.0018524352 33717650400000 0.106798440346816 0 2.25549161087671e-08
"572" 991 575216000 0.00600407 6.0952602739726 334539.170312329 0.0005678596 6751524600000 0.063788353349326 0 2.53801028794521e-09
"573" 994 9905461000 0.11566672 75.6537260273973 1530332.02826301 0.0018414088 102127883200000 0.0784438966494247 0 9.99829502391781e-08
"574" 1004 130801950 0.0040824 2.61361643835616 183911.356595068 0.0003804108 1846686200000 0.0226383326630137 0 1.72244866849315e-09
"575" 1008 2263637350 0.04861523 33.3317260273973 415448.650279452 0.000854546 2.4462753e+13 0.152050841885638 0 2.05502048983562e-08
"576" 1012 2256222100 0.05151302 24.8799726027397 306208.687205479 0.0004851616 2.4864469e+13 0.00750002261917808 0.0141280616219178 2.17607767019178e-08
"577" 1047 1187835500 0.00644463 18.0048493150685 259691.851451233 0.0002977128 14091783800000 0.027383176109589 0 2.87722476164384e-09
"578" 1250 1978746000 0.00400242 21.2220547945205 329435.854506849 0.0007387688 21498646800000 0 0.243567345567123 3.54419587643836e-09
"579" 1355 3321443000 0.048487 31.4629863013699 378025.227594521 0.0008435196 35282840800000 0.0462681251506849 0 2.05082115805479e-08
"580" 1356 10037625000 0.10358479 88.2791506849315 1084481.77505479 0.0013011152 1.01947554e+14 0.115198189150685 0 4.37181110367123e-08
"581" 1357 682228000 0.01486859 10.220301369863 201195.396944384 0.0006009388 7923101200000 0.0132194643287671 0 6.36279860876712e-09
"582" 1364 6525564000 0.17236742 60.6571506849315 966482.701106849 0.0019406464 67456218600000 0.180823798490597 0.0696262056164384 7.28606385468493e-08
"583" 1570 580151000 0.00470121 5.21402739726027 170965.455721918 0.0003638712 6310494400000 0.026152282109589 0 1.97713051315068e-09
"584" 1606 1103562000 0.01124963 12.2987945205479 107537.420727671 0.000385924 1.0661856e+13 0.00983166971409863 0 4.75014279452055e-09
"585" 1695 2017146000 0.01041058 19.3824931506849 398500.648526027 0.0008324932 19911465600000 0.012656288169863 0 4.39273389287671e-09
"586" 1745 3129543000 0.01742058 29.1245205479452 990520.237632877 0.0016484468 32642130400000 0.117296954473118 0 7.36181401890411e-09
"587" 1943 242120600 0.00079238 4.08098630136986 123463.946892603 0.0002536072 2934088400000 0.0155800829589041 0 3.58958559452055e-10
"588" 2080 2060675200 0.00707879 27.3447397260274 311943.611331507 0.0008986516 2.2281831e+13 0.0330747186792822 0 3.23192778410959e-09
"589" 2103 10900689000 0.20856348 106.530547945205 1514863.50349863 0.0025746644 1.10115804e+14 0.4047179472 0 8.80598188282192e-08
"590" 2107 4076423000 0.0894372 83.4348493150685 573113.98609589 0.001350734 42292399200000 0.0272584005534247 0 3.77804486021918e-08
"591" 2526 717561600 0.01031929 7.82183561643836 235687.640946575 0.0004631088 8149327400000 0.017634013388926 0 4.36351521534247e-09
"592" 2527 839562500 0.01267895 8.95378082191781 254646.771404658 0.0004851616 9063136200000 0.0343132779452055 0 5.35914225452055e-09
"593" 2535 2332303400 0.03103739 18.0371232876712 259376.691833425 0.0004906748 21934505800000 0.00747456840572055 0 1.31080334942466e-08
"594" 2549 4625934000 0.057396 59.0512328767123 1071371.34367671 0.0016594732 4.7996046e+13 0 0 2.42589535578082e-08
"595" 2554 4088624000 0.06184138 31.1917808219178 605611.948452055 0.0011467456 39777567800000 0 0 2.61658195347945e-08
"596" 2642 1403216000 0.02251587 11.2325753424658 259257.820414247 0.0008049272 14485404600000 0.0451417728328767 0 9.50316008383562e-09
"597" 2706 1977622000 0.01753088 22.4962465753425 202216.160116438 0.0004190032 19625000400000 0.0376754733369863 0 7.40277958438356e-09
"598" 2718 1411519000 0.0113807 12.014602739726 643899.714783562 0.0008765988 14510797400000 0.154156200078674 0 4.79323612849315e-09
"599" 2721 1403171000 0.0106441 11.9713150684931 457908.916221918 0.0007883876 14693299400000 0.0907364505838192 0 4.48609073917808e-09
"600" 2727 9149880000 0.06288918 68.227698630137 825328.773676712 0.0010034024 8.3600488e+13 0.126536719299584 0 2.6555771250411e-08
"601" 2790 436364600 0.00252543 2.24761643835616 107084.608605205 0.0002811732 5712700600000 0 0.000160265128767123 2.85882157150685e-09
"602" 2850 14382206000 0.15767116 173.392602739726 1369788.72346575 0.0030763656 144739789200000 0.0710170666970301 0 6.65991779235616e-08
"603" 2864 2220551500 0.06272304 30.2134246575342 603678.963169863 0.001433432 24056324200000 0.0139231917209096 0 2.65291219536986e-08
